Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2023-05-16 00:00:00-04:00,171.8379669189453,310.4028015136719,119.51000213623047,113.4000015258789,166.52000427246094
2023-05-17 00:00:00-04:00,172.45712280273438,313.33660888671875,120.83999633789062,115.5,173.86000061035156
2023-05-18 00:00:00-04:00,174.81393432617188,317.8470458984375,122.83000183105469,118.1500015258789,176.88999938964844
2023-05-19 00:00:00-04:00,174.92379760742188,317.66741943359375,122.76000213623047,116.25,180.13999938964844
2023-05-22 00:00:00-04:00,173.96507263183594,320.5014343261719,125.05000305175781,115.01000213623047,188.8699951171875
2023-05-23 00:00:00-04:00,171.32864379882812,314.59393310546875,122.55999755859375,114.98999786376953,185.77000427246094
2023-05-24 00:00:00-04:00,171.60826110839844,313.1869201660156,120.9000015258789,116.75,182.89999389648438
2023-05-25 00:00:00-04:00,172.7567138671875,325.2314147949219,123.4800033569336,115.0,184.47000122070312
2023-05-26 00:00:00-04:00,175.19342041015625,332.18670654296875,124.61000061035156,120.11000061035156,193.1699981689453
2023-05-30 00:00:00-04:00,177.06089782714844,330.5102233886719,123.66999816894531,121.66000366210938,201.16000366210938
2023-05-31 00:00:00-04:00,177.01097106933594,327.6961975097656,122.87000274658203,120.58000183105469,203.92999267578125
2023-06-01 00:00:00-04:00,179.84713745117188,331.8773193359375,123.72000122070312,122.7699966430664,207.52000427246094
2023-06-02 00:00:00-04:00,180.7059783935547,334.6913757324219,124.66999816894531,124.25,213.97000122070312
2023-06-05 00:00:00-04:00,179.33782958984375,335.2302551269531,126.01000213623047,125.30000305175781,217.61000061035156
2023-06-06 00:00:00-04:00,178.9683380126953,332.9750061035156,127.30999755859375,126.61000061035156,221.30999755859375
2023-06-07 00:00:00-04:00,177.5802001953125,322.69677734375,122.5,121.2300033569336,224.57000732421875
2023-06-08 00:00:00-04:00,180.3264923095703,324.57281494140625,122.13999938964844,124.25,234.86000061035156
2023-06-09 00:00:00-04:00,180.71597290039062,326.0995788574219,122.2300033569336,123.43000030517578,244.39999389648438
2023-06-12 00:00:00-04:00,183.54214477539062,331.1488952636719,123.63999938964844,126.56999969482422,249.8300018310547
2023-06-13 00:00:00-04:00,183.0627899169922,333.583740234375,123.83000183105469,126.66000366210938,258.7099914550781
2023-06-14 00:00:00-04:00,183.70193481445312,336.6272888183594,123.66999816894531,126.41999816894531,256.7900085449219
2023-06-15 00:00:00-04:00,185.7591552734375,347.36456298828125,125.08999633789062,127.11000061035156,255.89999389648438
2023-06-16 00:00:00-04:00,184.67062377929688,341.6067199707031,123.52999877929688,125.48999786376953,260.5400085449219
2023-06-20 00:00:00-04:00,184.760498046875,337.3357849121094,123.0999984741211,125.77999877929688,274.45001220703125
2023-06-21 00:00:00-04:00,183.71192932128906,332.8552551269531,120.55000305175781,124.83000183105469,259.4599914550781
2023-06-22 00:00:00-04:00,186.74781799316406,338.9922790527344,123.1500015258789,130.14999389648438,264.6099853515625
2023-06-23 00:00:00-04:00,186.42823791503906,334.3121643066406,122.33999633789062,129.3300018310547,256.6000061035156
2023-06-26 00:00:00-04:00,185.02015686035156,327.90576171875,118.33999633789062,127.33000183105469,241.0500030517578
2023-06-27 00:00:00-04:00,187.80638122558594,333.8631591796875,118.33000183105469,129.17999267578125,250.2100067138672
2023-06-28 00:00:00-04:00,188.99478149414062,335.14044189453125,120.18000030517578,129.0399932861328,256.239990234375
2023-06-29 00:00:00-04:00,189.33432006835938,334.34210205078125,119.0999984741211,127.9000015258789,257.5
2023-06-30 00:00:00-04:00,193.7084197998047,339.8205261230469,119.69999694824219,130.36000061035156,261.7699890136719
2023-07-03 00:00:00-04:00,192.20046997070312,337.2759094238281,119.9000015258789,130.22000122070312,279.82000732421875
2023-07-05 00:00:00-04:00,191.0719757080078,337.4355773925781,121.75,130.3800048828125,282.4800109863281
2023-07-06 00:00:00-04:00,191.55133056640625,340.5489807128906,120.11000061035156,128.36000061035156,276.5400085449219
2023-07-07 00:00:00-04:00,190.4228515625,336.5075378417969,119.4800033569336,129.77999877929688,274.42999267578125
2023-07-10 00:00:00-04:00,188.35565185546875,331.12890625,116.44999694824219,127.12999725341797,269.6099853515625
2023-07-11 00:00:00-04:00,187.8263702392578,331.767578125,117.13999938964844,128.77999877929688,269.7900085449219
2023-07-12 00:00:00-04:00,189.5140838623047,336.4875793457031,118.93000030517578,130.8000030517578,271.989990234375
2023-07-13 00:00:00-04:00,190.2830352783203,341.93603515625,124.54000091552734,134.3000030517578,277.8999938964844
2023-07-14 00:00:00-04:00,190.43284606933594,344.5105895996094,125.41999816894531,134.67999267578125,281.3800048828125
2023-07-17 00:00:00-04:00,193.7283935546875,344.99957275390625,124.6500015258789,133.55999755859375,290.3800048828125
2023-07-18 00:00:00-04:00,193.46873474121094,358.73046875,123.76000213623047,132.8300018310547,293.3399963378906
2023-07-19 00:00:00-04:00,194.83689880371094,354.3298034667969,122.02999877929688,135.36000061035156,291.260009765625
2023-07-20 00:00:00-04:00,192.8695526123047,346.13714599609375,119.19999694824219,129.9600067138672,262.8999938964844
2023-07-21 00:00:00-04:00,191.68116760253906,343.043701171875,120.0199966430664,130.0,260.0199890136719
2023-07-24 00:00:00-04:00,192.4900665283203,344.380859375,121.52999877929688,128.8000030517578,269.05999755859375
2023-07-25 00:00:00-04:00,193.35888671875,350.23846435546875,122.20999908447266,129.1300048828125,265.2799987792969
2023-07-26 00:00:00-04:00,194.23770141601562,337.0563659667969,129.27000427246094,128.14999389648438,264.3500061035156
2023-07-27 00:00:00-04:00,192.9594268798828,330.0212707519531,129.39999389648438,128.25,255.7100067138672
2023-07-28 00:00:00-04:00,195.56591796875,337.65509033203125,132.5800018310547,132.2100067138672,266.44000244140625
2023-07-31 00:00:00-04:00,196.18507385253906,335.2102966308594,132.72000122070312,133.67999267578125,267.42999267578125
2023-08-01 00:00:00-04:00,195.34620666503906,335.62939453125,131.5500030517578,131.69000244140625,261.07000732421875
2023-08-02 00:00:00-04:00,192.32029724121094,326.8080749511719,128.3800048828125,128.2100067138672,254.11000061035156
2023-08-03 00:00:00-04:00,190.91220092773438,325.9698486328125,128.4499969482422,128.91000366210938,259.32000732421875
2023-08-04 00:00:00-04:00,181.7445831298828,327.0874938964844,128.11000061035156,139.57000732421875,253.86000061035156
2023-08-07 00:00:00-04:00,178.6088104248047,329.41253662109375,131.52999877929688,142.22000122070312,251.4499969482422
2023-08-08 00:00:00-04:00,179.55752563476562,325.3611145019531,131.39999389648438,139.94000244140625,249.6999969482422
2023-08-09 00:00:00-04:00,177.94970703125,321.5492248535156,129.66000366210938,137.85000610351562,242.19000244140625
2023-08-10 00:00:00-04:00,177.72999572753906,322.2477111816406,129.69000244140625,138.55999755859375,245.33999633789062
2023-08-11 00:00:00-04:00,177.7899932861328,320.331787109375,129.55999755859375,138.41000366210938,242.64999389648438
